 Cloud Cover High [high cld lay], Direct Shortwave Radiation, FAO Reference Evapotranspiration [2 m], Relative Humidity [2 m], Relative Humidity [2 m]_1, Relative Humidity [2 m]_2, Soil Moisture [28-100 cm down], Soil Moisture [28-100 cm down]_10, Soil Moisture [28-100 cm down]_9, Soil Moisture [7-28 cm down], Soil Moisture [7-28 cm down]_7, Soil Moisture [7-28 cm down]_8, Soil Temperature [100-255 cm down], Soil Temperature [100-255 cm down]_3, Soil Temperature [100-255 cm down]_4, Temperature, Temperature [2 m elevation corrected], Temperature [2 m elevation corrected]_1, Temperature [2 m elevation corrected]_2, Temperature_5, Temperature_6, Vapor Pressure Deficit [2 m], Vapor Pressure Deficit [2 m]_1, Vapor Pressure Deficit [2 m]_2,Incendio
4.7083335,5612,5.0308127,76.52444,17.15753,48.639347,0.205,0.20333332,0.202,0.18,0.178,0.1794167,15.71,15.7,15.708332,40.55,27.599106,8.819105,17.941603,3.68,17.388332,26.888968,2.296855,11.296435,0
15.75,5371,4.636939,83.37063,23.741823,52.878574,0.207,0.2038333,0.203,0.182,0.178,0.17833333,15.71,15.71,15.709999,39.54,24.909105,10.659105,17.009106,4.17,17.432917,21.06315,1.8443995,9.376883,0
21.416666,5195,4.6963105,84.63567,20.924204,53.04387,0.207,0.20625001,0.204,0.182,0.179,0.18154164,15.72,15.71,15.719167,39.43,25.749105,10.059105,17.044106,4.37,17.523333,22.825283,1.6361427,9.689204,1
22,5340,4.5430846,81.641174,20.96845,51.241253,0.204,0.20337504,0.202,0.179,0.178,0.17841667,15.74,15.73,15.732911,40.14,25.279104,10.179105,17.119522,4.32,18.231665,21.976429,1.9710321,9.898676,0
28.875,5017,4.403263,73.454575,24.984758,47.947525,0.203,0.20241664,0.202,0.178,0.178,0.17799999,15.76,15.74,15.7475,39.74,24.319105,12.449105,17.290354,6.14,18.37,19.99055,3.3829384,10.005439,0
18.541666,4685,4.1073623,80.0119,33.327084,53.332687,0.202,0.20191665,0.201,0.178,0.178,0.17799999,15.77,15.76,15.765414,35.51,22.329105,10.229105,16.457857,4.85,17.770416,15.538872,2.1532516,8.456193,0
11.166667,4823,4.289238,81.32546,26.027365,54.31122,0.201,0.19983327,0.199,0.178,0.177,0.17741668,15.8,15.78,15.786666,39.35,24.779104,11.059105,17.077438,6.81,18.663334,20.271463,2.31571,9.04182,0
16.208334,5518,4.763346,84.41783,24.827778,54.960003,0.199,0.19841665,0.198,0.177,0.176,0.1769167,15.82,15.8,15.810418,41.6,26.439106,10.669106,17.898272,6.05,19.6375,22.63219,1.7294216,9.764569,0
27.375,5972,5.085378,78.88518,16.586496,48.38496,0.2,0.19908333,0.198,0.177,0.175,0.1764167,15.85,15.82,15.838752,42.49,28.579105,11.169106,18.969107,5.14,19.813332,28.690784,2.4239368,11.886224,0
33.416668,5376,4.9131103,78.03008,19.156528,48.209026,0.199,0.19683331,0.195,0.175,0.174,0.17441666,15.89,15.85,15.87,43.11,28.639105,11.939105,18.997023,5.59,19.91667,27.905317,2.6559916,11.824024,1
4,6080,5.269288,86.42884,17.64866,50.474224,0.197,0.19683336,0.195,0.175,0.173,0.17358339,15.92,15.89,15.905419,42.89,27.439106,10.479105,18.754107,4.61,20.168333,25.607735,1.5158339,11.5577,0
23.666666,5287,4.82976,82.00835,18.882435,48.72281,0.195,0.19358335,0.19,0.175,0.174,0.17441666,15.97,15.93,15.9454155,42.11,26.939106,11.989105,18.94494,7.58,20.31375,25.314596,2.1823444,11.4325075,1
71.333336,3917,4.087885,75.3264,27.054111,52.049866,0.19,0.18941663,0.189,0.174,0.173,0.17391668,16.01,15.97,15.988335,38.53,24.739105,12.7091055,17.932858,7.9,19.410418,19.356426,3.1695957,9.504395,1
41.75,5079,4.7280054,83.62475,21.70046,55.603573,0.19,0.1890833,0.189,0.173,0.17,0.17275004,16.06,16.01,16.033333,41.06,26.579105,12.569105,17.777021,8.38,20.346666,23.915066,2.0743876,9.493873,1
54.541668,4407,4.4114714,78.382805,27.378767,53.150288,0.19,0.18995835,0.189,0.17,0.168,0.16983336,16.1,16.06,16.08,41.07,26.299105,12.749105,18.274107,7.68,19.787918,21.811787,2.829095,9.772861,1
21.208334,4880,4.4343204,84.50874,30.002562,56.635498,0.192,0.1901667,0.19,0.169,0.168,0.16808333,16.15,16.1,16.12625,40.07,24.389105,11.409105,17.613688,7.03,19.395002,18.709522,1.8073292,8.678193,1
16.708334,5887,5.1314216,86.38607,14.639722,52.77612,0.192,0.19150001,0.191,0.17,0.169,0.1690833,16.19,16.15,16.172499,40.96,28.479105,11.399105,18.454103,8.88,20.195,28.986849,1.5872374,11.046429,1
65.208336,1823,2.7027435,86.99296,41.64584,70.43069,0.192,0.19199997,0.192,0.17,0.17,0.17000002,16.24,16.2,16.220415,28.5,20.349106,9.799106,13.864521,9.55,15.024166,12.167691,1.4711905,4.535301,0
31.333334,5950,5.0676956,77.17862,17.548391,53.33463,0.192,0.19174999,0.189,0.17,0.17,0.17000002,16.29,16.24,16.266249,42.21,26.799105,10.389105,16.166605,6.24,19.878334,25.369892,2.5850916,9.642516,1
60.041668,6214,5.2950115,87.236015,15.03255,51.24316,0.19,0.1890833,0.189,0.172,0.17,0.17016669,16.33,16.29,16.309584,44.42,27.479105,9.259106,17.71744,4.49,20.358335,27.38276,1.2870636,11.055393,0
44.083332,5273,5.0771675,87.644485,18.868706,51.076557,0.19,0.18949996,0.189,0.172,0.172,0.17199999,16.38,16.33,16.355001,43.54,27.479105,9.699105,17.774939,5.64,20.27875,25.82186,1.3151722,10.878638,1
54.958332,4739,4.6824965,80.35259,19.738848,50.227848,0.19,0.18949996,0.189,0.174,0.172,0.17266671,16.42,16.38,16.399584,41.5,26.199104,12.869105,18.593275,7.87,20.310833,23.96225,2.5272846,10.64438,1
60.5,4014,4.262682,76.43119,29.800663,52.407566,0.19,0.18941663,0.189,0.175,0.174,0.17429167,16.47,16.43,16.446665,39.45,23.979105,11.969105,17.772854,7.02,19.359165,17.853996,2.8550148,9.277278,0
47.583332,5413,4.889032,75.67139,19.505842,51.904022,0.189,0.18883328,0.187,0.175,0.173,0.17433333,16.52,16.47,16.493752,42.31,26.939106,12.409105,17.792856,7.06,19.84125,24.911108,3.1024933,10.12726,1
70.875,4602,4.913013,75.975365,18.107317,47.4465,0.188,0.18662505,0.184,0.173,0.171,0.17283337,16.56,16.52,16.540417,43.16,28.109104,11.179105,18.609106,6.44,19.81458,27.39653,2.7598362,11.780128,1
74.125,4334,4.9783897,74.32332,18.796337,47.657314,0.185,0.18408333,0.184,0.171,0.17,0.17050004,16.61,16.57,16.589582,42.46,27.309105,13.569105,19.55327,8.6,19.910833,25.906502,3.4597378,11.838771,1
19.458334,6791,5.8343587,78.1084,5.325557,43.26591,0.186,0.18458332,0.184,0.171,0.169,0.17083333,16.66,16.61,16.6375,44.82,29.509106,12.089105,20.042439,6.63,21.562082,34.392994,2.6732283,14.4888115,1
27.291666,5955,5.2577243,83.36595,14.116219,50.64185,0.186,0.18499999,0.184,0.17,0.168,0.16858333,16.71,16.66,16.685001,43.06,26.479105,11.529105,18.552435,7.36,20.734999,26.074951,2.12352,10.828106,1
78.166664,5822,5.406749,86.83376,16.515102,48.881138,0.186,0.1859167,0.185,0.17,0.17,0.17000002,16.76,16.71,16.734583,40.65,26.839106,10.579105,18.640774,5.77,20.6275,25.898287,1.4524117,11.490468,0
91,4556,4.984731,80.67559,20.304428,49.13324,0.185,0.1845,0.184,0.17,0.167,0.16975002,16.81,16.76,16.786665,42.93,26.069105,10.919106,18.62702,5.11,20.035835,23.608395,2.1813078,11.123195,0
68.666664,5768,5.4902043,76.12886,25.342623,51.22105,0.187,0.18516661,0.185,0.167,0.166,0.16641662,16.86,16.81,16.838747,42.33,28.619104,11.449105,19.27619,7.15,20.743332,25.720898,2.792491,11.328816,1
59.875,6446,5.9529557,80.35173,14.865001,49.743755,0.187,0.18699999,0.187,0.166,0.166,0.16599995,16.92,16.86,16.890001,45.35,30.309105,12.489105,20.408272,7.01,21.915834,32.406273,2.4642506,13.093757,1
75.166664,6955,6.0806594,78.851776,9.706983,47.587692,0.167,0.16516666,0.165,0.161,0.156,0.16058333,16.8,16.75,16.776667,47.46,30.279104,11.939105,20.57702,5.58,22.602499,34.150192,2.6259594,14.079169,1
64.416664,5185,4.9694014,78.92999,26.136797,53.38597,0.167,0.16691668,0.166,0.156,0.154,0.1558333,16.86,16.8,16.832916,43.81,27.439106,14.929105,20.499102,9.69,22.489998,23.747616,3.1046524,11.057865,1
43,5101,4.907493,84.899124,26.592329,57.2373,0.166,0.16591662,0.165,0.158,0.154,0.15441668,16.92,16.86,16.892502,45.67,27.619104,13.229105,19.361189,8.52,21.78125,23.854942,1.989438,10.101499,0
83.875,4141,4.800951,70.38512,22.472406,46.718327,0.167,0.16516666,0.165,0.158,0.158,0.158,16.98,16.92,16.953333,45.74,28.309105,13.799105,20.506607,8.7,22.017916,26.244717,4.05147,12.594359,0
89,3682,4.221722,87.79262,27.673195,55.639404,0.167,0.16649996,0.166,0.158,0.156,0.15683329,17.04,16.99,17.015417,39.54,24.689106,12.9591055,18.872023,11.49,21.004168,19.415352,1.5796795,9.511079,1
97.958336,2378,4.046893,73.87445,27.522724,51.132355,0.167,0.16700004,0.167,0.156,0.156,0.15599996,17.11,17.05,17.07875,38.24,25.279104,13.069105,18.031189,10.45,19.81833,20.32916,3.405527,9.802022,1
84.208336,4253,5.3722625,68.05178,7.372085,42.56224,0.167,0.1665417,0.161,0.156,0.15,0.15549998,17.17,17.11,17.140001,43.8,27.959105,13.839105,19.99869,9.61,22.281248,30.172424,4.4661922,13.688305,1
36.583332,6789,5.928008,66.9588,7.644507,38.021606,0.162,0.16141666,0.161,0.151,0.15,0.15008336,17.22,17.17,17.197916,44.76,27.689106,11.249105,19.477854,4.81,21.291668,30.105387,3.8135552,14.247945,1
56.416668,4914,5.0459332,80.13626,19.279217,54.51997,0.161,0.16050003,0.16,0.151,0.151,0.15100001,17.28,17.23,17.25458,44.13,27.189106,13.829105,18.897858,10.3,22.137503,25.569096,2.9634876,10.252322,0
7.0833335,5999,5.4481106,88.25398,16.237392,53.36339,0.161,0.1604167,0.16,0.151,0.15,0.15083335,17.34,17.28,17.311665,44.61,28.129105,13.039105,18.902853,8.04,21.807917,27.982151,1.5691347,11.052708,1
26.375,3258,3.911254,82.98617,33.12373,59.43292,0.161,0.16070834,0.16,0.151,0.15,0.15050001,17.4,17.34,17.36875,36.1,23.519106,13.029105,17.357439,10.47,18.408747,16.972109,2.2683458,7.688085,0
77.416664,1800,3.0145998,85.883,52.458626,68.46682,0.164,0.16295834,0.161,0.151,0.15,0.15066667,17.45,17.4,17.425835,25.58,17.369106,11.819105,14.826607,8.87,15.889165,7.894435,1.7966709,4.8180394,0
25.833334,4118,4.3120365,90.450005,33.992294,63.83946,0.164,0.16391669,0.163,0.152,0.149,0.15024999,17.5,17.45,17.47833,37.04,24.579105,11.039105,16.523687,8.04,17.962082,17.870476,1.1239548,7.0231166,0
46.291668,5632,5.298517,78.729065,20.875872,53.92496,0.166,0.16325003,0.163,0.151,0.149,0.1494167,17.55,17.51,17.527086,42.03,26.619104,12.249105,18.665356,9.83,20.520414,23.70109,2.625369,10.244508,1
78.916664,5551,5.1975517,81.97955,20.86134,52.719555,0.167,0.16658336,0.166,0.153,0.151,0.1522916,17.59,17.55,17.572498,41.21,27.299105,12.189105,18.910772,7.12,19.570417,25.232677,2.2152767,10.297669,0
40.916668,3988,4.0866423,79.47322,37.552883,58.063534,0.167,0.16700004,0.167,0.154,0.153,0.15375003,17.64,17.6,17.6175,34.04,23.129105,13.199105,17.49869,8.37,18.104168,15.032466,2.6988916,7.8920894,0
73.5,4035,4.408315,90.07705,29.311378,62.081905,0.167,0.16641662,0.166,0.155,0.153,0.15400001,17.68,17.64,17.659586,38.49,25.319105,12.239105,17.630774,9.21,19.822916,20.015198,1.2239237,7.9795823,0
21.166666,5650,5.230787,84.00823,19.772081,54.15919,0.166,0.16574997,0.163,0.155,0.151,0.15387501,17.72,17.68,17.701666,43.21,27.049105,12.969105,19.02994,9.12,20.743332,25.107502,2.0707674,10.460062,0
4.4166665,6829,5.9052815,82.87622,15.021611,52.55154,0.163,0.16300005,0.163,0.151,0.151,0.15100001,17.76,17.72,17.742502,45.68,28.659105,13.429105,19.812439,7.07,21.968332,29.367184,2.2860289,11.760386,1
0.041666668,7871,6.425349,79.381454,1.9830039,37.866432,0.163,0.16254166,0.162,0.153,0.151,0.15116668,17.8,17.77,17.785416,47.51,31.919106,11.179105,21.168272,5.2,23.09375,40.8945,2.3685608,17.367723,1
17.25,5634,5.6007724,87.67176,13.868507,51.64154,0.162,0.16141666,0.161,0.153,0.152,0.15241663,17.85,17.81,17.827917,44.68,28.769106,14.769105,20.652855,10.65,21.736666,27.535124,1.7976322,11.818242,1
59.375,5530,5.641109,85.185974,15.484934,53.624954,0.162,0.16149998,0.161,0.153,0.146,0.15199995,17.9,17.85,17.874168,47.25,29.059105,14.229105,20.48494,11.87,23.824585,29.9026,2.0848742,11.85437,0
58.541668,6457,6.1093082,82.4719,12.567468,46.646397,0.161,0.16091667,0.16,0.146,0.145,0.14591664,17.95,17.9,17.922916,47.53,30.079105,12.919106,20.908272,8.34,23.665833,32.440037,2.2621784,14.048606,0
37,7107,6.4295697,75.975655,11.262122,41.483505,0.16,0.15975003,0.157,0.145,0.143,0.14483333,18,17.95,17.974165,46.7,29.519106,13.589105,21.119108,8.28,23.9975,32.255264,3.2413807,14.98511,1
15.166667,7287,6.428002,77.64545,17.398224,43.993668,0.157,0.15683337,0.155,0.143,0.142,0.1429167,18.06,18,18.029583,46.96,29.689106,12.869105,20.682442,8.19,23.6725,30.195267,2.8755102,14.025231,1
25.583334,7416,6.472134,79.88697,17.647528,48.24177,0.155,0.15499999,0.155,0.142,0.139,0.14125,18.12,18.06,18.086664,46.75,30.209105,12.689105,20.774939,8.27,23.715416,31.165106,2.5563803,13.330132,1
33.333332,7191,6.7169766,74.68933,12.502304,45.39659,0.157,0.15466668,0.154,0.14,0.139,0.13908331,18.18,18.12,18.145418,46.77,31.009106,13.329105,21.29077,7.95,23.797087,34.687103,3.35668,14.69473,1
43.041668,5685,5.7161903,76.06204,18.345097,47.499466,0.162,0.15704165,0.156,0.144,0.14,0.14033337,18.24,18.18,18.206251,50.68,28.909105,13.789105,21.071188,9.09,23.91833,28.43946,3.2726765,13.207668,0
26.791666,6571,5.97821,80.741615,15.354812,49.759533,0.162,0.16108334,0.157,0.144,0.139,0.14358336,18.3,18.24,18.269167,47.14,29.729105,13.659105,21.065355,7.88,23.407913,31.147953,2.610403,13.124783,1
37.666668,3500,3.9036777,84.1758,46.931553,66.14251,0.158,0.15775,0.157,0.14,0.139,0.13916664,18.37,18.3,18.333334,36.74,21.269106,13.879105,17.92994,11.42,20.120419,11.49616,2.1762896,6.4264627,0
96.958336,3545,4.438635,84.19754,38.742607,65.57738,0.159,0.1585833,0.158,0.142,0.14,0.14099999,18.43,18.37,18.397085,34.31,24.179106,14.569105,18.285772,12.38,19.71625,16.136433,2.3406954,7.077971,0
86.958336,3743,4.4476695,77.030365,38.77098,59.649612,0.159,0.15883331,0.157,0.144,0.142,0.14320837,18.48,18.43,18.456251,38.33,24.779104,14.589105,18.75994,10.96,20.824581,16.779202,3.3100157,8.328452,0
94.375,2730,3.5960038,83.80056,51.917423,68.17071,0.157,0.15700005,0.157,0.145,0.143,0.1436667,18.54,18.49,18.512915,32.29,21.309105,13.9591055,17.236189,10.39,17.795834,10.265574,2.3947954,5.7067914,0
69.791664,5236,5.268958,91.36365,23.773388,65.31497,0.159,0.1571667,0.157,0.172,0.146,0.16208334,18.59,18.54,18.563747,35.7,25.399105,12.949105,17.451189,9.61,19.073334,21.580309,1.1235285,7.5652924,0
26.958334,5974,5.4552336,87.21822,29.299038,61.233295,0.159,0.1585,0.158,0.176,0.173,0.174625,18.63,18.59,18.609583,37.87,26.079105,12.549105,17.96327,8.86,19.520832,20.855993,1.6094933,8.347365,0
64.333336,6720,5.911501,84.49898,20.260996,52.03899,0.159,0.15899996,0.159,0.178,0.176,0.17695837,18.67,18.63,18.650417,41.12,28.469105,11.329105,19.458273,6.62,20.2325,27.249533,1.7987614,11.392966,0
65.25,5581,5.779554,78.1764,23.694542,48.70995,0.16,0.15950002,0.159,0.179,0.178,0.17849995,18.71,18.67,18.689585,43.05,27.929106,13.849105,20.74619,8.14,21.395834,25.256771,2.995449,12.446247,0
61.708332,5953,5.635249,87.14974,22.845291,55.096478,0.159,0.15899996,0.159,0.179,0.176,0.17758335,18.75,18.71,18.729998,43.64,28.249105,13.039105,20.425356,10.01,22.397081,25.977966,1.6717281,10.932839,0
69.333336,3876,4.444518,85.26009,43.35398,61.471355,0.159,0.15891664,0.158,0.177,0.176,0.17658335,18.78,18.75,18.76708,38.11,24.779104,14.379105,19.485353,10.65,21.115417,15.523277,2.0949993,8.339872,0
92.208336,5228,5.382564,83.64287,27.60883,54.966854,0.158,0.158,0.158,0.178,0.176,0.17695837,18.82,18.79,18.803751,42.6,27.659105,14.149105,20.330355,11.22,22.401247,23.360825,2.28996,10.866427,0
76.291664,5194,6.1077237,76.47761,16.416456,46.481323,0.158,0.15783332,0.156,0.178,0.173,0.17687501,18.86,18.82,18.842916,44.58,30.819105,14.399105,21.891188,10.31,23.601664,32.772552,3.34766,14.580447,0
77.125,4578,4.920099,78.38217,31.936329,53.07358,0.156,0.15591663,0.155,0.173,0.17,0.17224997,18.9,18.86,18.883753,42.19,27.079105,15.159105,20.874939,11.63,22.763334,21.418955,3.2336178,11.102269,0
51.541668,5278,5.503538,84.1614,23.885607,53.206722,0.155,0.15499999,0.155,0.17,0.166,0.16816668,18.95,18.9,18.925415,42.81,29.579105,15.049105,20.919521,10.39,23.176249,27.764103,2.3722506,11.683713,0
47.166668,6782,6.3526955,79.62076,16.856482,48.427795,0.155,0.15499999,0.155,0.166,0.165,0.16541664,18.99,18.95,18.97,47.77,30.299105,14.179105,21.719107,9.68,24.529165,31.558628,2.8586845,13.987115,0
23.833334,7880,7.0368533,80.882645,7.2410736,41.995846,0.155,0.15483332,0.153,0.165,0.163,0.16483332,19.04,18.99,19.0175,50.87,32.289104,13.879105,22.532434,9.06,25.571249,39.588417,2.6291952,17.047157,0
76.291664,5511,5.7815313,82.27707,17.495272,54.4973,0.154,0.1537917,0.153,0.165,0.163,0.1631667,19.09,19.05,19.068747,46.57,28.419106,15.239105,21.002855,12.34,24.878336,28.111605,2.664895,11.471662,0
96.916664,2442,3.7416341,83.8899,42.842533,65.77443,0.155,0.15408336,0.154,0.166,0.165,0.16558328,19.15,19.1,19.12292,36.95,24.169106,14.789105,18.834938,12.09,21.014584,14.848623,2.3521614,7.0621376,0
86.666664,3182,4.30356,86.614494,30.612164,64.71878,0.156,0.15549995,0.155,0.166,0.164,0.16529165,19.2,19.15,19.178751,40.02,27.689106,14.539105,18.990355,12.61,20.535831,22.630548,2.08745,8.079584,0
74.125,6030,6.033103,84.42556,16.03449,54.716366,0.156,0.15508331,0.155,0.165,0.165,0.16499998,19.26,19.21,19.232916,47.09,30.439106,14.479105,20.919523,11.38,24.162085,31.5541,2.4465485,12.42027,0
52.375,4991,5.235527,82.807594,27.192387,59.04118,0.156,0.15541665,0.155,0.165,0.164,0.16441669,19.31,19.26,19.2825,41.31,28.859104,15.939105,21.039522,12.55,22.8525,25.292406,2.705616,10.343538,0
10.041667,5943,5.793282,84.987206,22.500769,58.037777,0.155,0.15491666,0.154,0.164,0.163,0.16391669,19.36,19.31,19.332918,44.62,29.099106,15.109105,20.757854,11.81,23.19583,26.62914,2.3718204,10.779178,0
12.125,5970,5.7610455,75.27869,29.957722,51.81378,0.154,0.15391669,0.153,0.163,0.162,0.16249998,19.41,19.36,19.383753,46.07,28.919106,15.799105,21.036188,10.13,23.643333,24.57883,3.8552513,11.758026,0
5.2083335,6263,5.6646557,85.53665,32.8511,55.391895,0.154,0.15391667,0.153,0.165,0.163,0.1631667,19.46,19.41,19.435417,39.74,26.829105,14.289105,20.594938,9.99,22.07,19.990276,2.0435686,10.573117,0
7.1666665,7833,6.780716,86.874626,16.693953,48.935394,0.155,0.15316664,0.153,0.169,0.165,0.16533332,19.51,19.46,19.485416,47.04,31.239105,12.089105,21.538689,8.9,24.246672,33.46783,1.602766,14.360166,0
24,7669,7.023461,79.91361,14.532947,46.766514,0.155,0.15491666,0.154,0.169,0.168,0.16841668,19.56,19.51,19.535416,47.47,31.709105,13.599105,22.136187,9.75,24.347082,35.10793,2.7118616,14.933234,0
92.583336,717,2.27171,82.720825,46.162354,67.699036,0.154,0.15391667,0.153,0.217,0.168,0.18199998,19.61,19.56,19.587915,28.3,22.179106,15.379105,18.14494,12.2,16.582497,12.58148,2.6279964,6.1352344,0
47.541668,4794,4.944918,88.34751,37.145485,63.671795,0.153,0.15299995,0.153,0.23,0.218,0.22570835,19.66,19.62,19.63875,32.81,25.549105,13.809105,19.529938,10.66,19.365417,17.721882,1.5951738,8.231654,0
36.041668,3992,4.5705843,90.24106,30.487343,63.025013,0.154,0.15308331,0.153,0.233,0.231,0.23170829,19.7,19.66,19.682085,33.24,24.809105,12.759105,18.319525,10.82,19.006666,19.083944,1.2461605,7.8045487,0
96.708336,3552,4.536785,88.46172,33.84421,61.40962,0.154,0.15291665,0.152,0.234,0.228,0.23100002,19.74,19.7,19.720835,35.67,25.529104,13.109105,18.889105,9.64,19.000832,18.970703,1.5080395,8.306867,0
83,5024,4.9505806,89.397606,38.341236,61.991467,0.153,0.1528333,0.151,0.228,0.226,0.22729163,19.77,19.74,19.752087,37.09,24.839106,12.829105,19.08702,8.46,20.059584,16.95856,1.3601837,8.202477,0
98.333336,2523,3.611,85.78465,54.84484,70.03269,0.151,0.15100001,0.151,0.226,0.224,0.22499998,19.79,19.77,19.779587,32.81,20.569105,13.399105,17.362438,10.72,17.567083,9.397803,1.8939877,5.4795547,0
58.291668,4959,4.8083963,87.61627,42.147133,68.291725,0.151,0.15083334,0.149,0.226,0.225,0.22516662,19.81,19.79,19.80375,35.56,25.059105,13.489105,18.157856,10.76,19.676249,16.05708,1.7382622,6.6733894,0
46.041668,6705,5.785187,84.06903,32.097263,58.05783,0.149,0.14899997,0.149,0.227,0.223,0.22545831,19.83,19.81,19.824577,37.71,27.259106,12.999105,19.480772,9.46,20.79125,21.598711,2.06701,9.496791,0
43.458332,5072,5.499681,80.17419,24.037922,53.55449,0.151,0.14966671,0.149,0.223,0.221,0.22266673,19.85,19.83,19.843334,37.28,27.449104,13.519105,19.469938,10.39,20.854584,24.436943,2.6625595,10.570127,0
61.958332,5040,5.2108965,83.279686,26.616558,58.273056,0.151,0.15100001,0.151,0.223,0.221,0.22216672,19.87,19.85,19.863333,38.22,23.429106,14.009105,18.087023,10,20.704584,18.46446,2.4492598,8.361808,0
68.791664,3848,4.5362873,79.135735,38.440468,61.166077,0.152,0.15158331,0.151,0.224,0.22,0.221875,19.89,19.87,19.883757,36.01,23.999105,12.429105,16.946188,9.84,19.063332,16.087975,2.7287455,7.3553615,0
47.791668,5091,5.1761966,76.05348,32.242676,56.621338,0.152,0.15199997,0.152,0.22,0.214,0.2176667,19.91,19.89,19.901249,39.24,25.829105,12.529105,17.716188,9.8,19.788752,19.784338,3.0113497,8.656425,0
77,5700,5.6176457,80.13596,29.419476,55.75909,0.152,0.15199997,0.152,0.214,0.207,0.21024995,19.93,19.91,19.91917,42.25,26.859104,12.889105,19.385355,8.83,21.162085,21.921318,2.558549,9.776605,0
91.125,2823,4.0142455,88.80266,47.18311,63.889202,0.152,0.15199997,0.152,0.207,0.205,0.20654166,19.94,19.93,19.934584,28.39,22.659105,12.909105,18.101604,9.05,17.857916,12.714247,1.444171,6.9411664,0
97.791664,1293,3.2516468,86.39678,44.769913,70.27553,0.153,0.15249993,0.152,0.207,0.205,0.20566668,19.96,19.94,19.950834,26.19,22.079105,12.319105,16.042439,10.23,15.759999,12.827257,1.7123117,5.267903,0
90.916664,3706,4.646003,87.630646,34.79198,61.887722,0.154,0.15258332,0.152,0.207,0.198,0.20258333,19.97,19.96,19.965416,37.44,26.249105,12.789105,18.54077,9.52,19.344587,19.281927,1.6843901,8.183278,0
50.791668,5948,5.6093616,86.36721,28.607283,59.64702,0.154,0.15391667,0.153,0.199,0.196,0.19733334,19.98,19.97,19.977087,42.1,27.619104,13.409105,19.633272,9.84,21.96,23.200153,1.8175735,9.433772,0
65.166664,3210,4.2704735,85.056755,34.39277,64.3054,0.153,0.15299995,0.153,0.2,0.199,0.19929165,20,19.98,19.988747,37.34,25.059105,14.099105,18.426188,10.67,20.037085,18.04634,2.085144,7.424503,0
65.416664,4756,5.156034,89.40189,26.333183,58.22971,0.153,0.15299995,0.153,0.199,0.195,0.19766669,20.01,20,20.003336,40.82,26.319105,12.879105,19.167439,9.09,21.151253,21.893955,1.3641624,9.603596,0
63.291668,4765,5.0348544,76.82471,33.36039,53.674046,0.155,0.15416665,0.153,0.198,0.195,0.19699998,20.02,20.01,20.01583,40.53,26.499105,13.979105,19.872438,7.91,21.109167,20.256527,3.2083635,10.158911,0
93.708336,2099,3.3605685,84.57988,43.42901,63.687595,0.156,0.15549995,0.155,0.198,0.197,0.19749999,20.04,20.02,20.032085,27.96,20.499105,12.9591055,16.849522,9.68,16.901249,11.810683,1.9954205,6.3805523,0
95.875,3147,4.393136,84.43019,40.946217,63.149292,0.156,0.15524995,0.152,0.198,0.195,0.19774999,20.05,20.04,20.042917,33.68,24.229105,12.669106,17.911604,9.52,18.611248,15.651036,1.9763012,7.2950273,0
57.25,4667,4.627099,92.15848,42.563747,64.10002,0.152,0.15199997,0.152,0.196,0.195,0.19508332,20.06,20.05,20.051664,39.51,23.429106,11.989105,18.058687,9.78,19.460001,14.496249,0.9511585,7.09508,0
90.541664,2716,3.8679688,90.09498,40.909664,69.82605,0.152,0.15199997,0.152,0.199,0.196,0.19729166,20.06,20.06,20.06,33.55,24.009106,12.4591055,17.062021,9.51,18.335833,14.915624,1.239788,6.0947075,0
71.708336,3980,4.392479,83.74426,36.603886,63.735424,0.152,0.15083337,0.15,0.203,0.198,0.20045835,20.07,20.06,20.066254,35.9,25.039104,13.139105,18.667019,9.92,19.14625,16.621128,2.1288395,7.596874,0
52.416668,5310,5.09934,89.15967,30.374933,66.20049,0.15,0.15000004,0.15,0.213,0.203,0.20979162,20.07,20.07,20.070005,37.43,25.979105,13.559105,18.837437,7.58,19.503332,20.513943,1.4596872,7.5666084,0
71,6860,6.0167084,80.67139,23.43612,47.9852,0.15,0.15000004,0.15,0.217,0.213,0.21525003,20.08,20.07,20.075829,39.31,27.069105,12.789105,20.201605,6.74,20.818335,24.022154,2.4730844,12.301006,0
56.583332,3413,4.213949,82.116516,31.952164,57.84992,0.151,0.15058334,0.15,0.216,0.214,0.21533334,20.08,20.08,20.079994,32.73,22.649105,12.749105,17.508272,8.19,17.718748,13.927138,2.4160442,7.905796,0
98.166664,139,1.4185622,91.15219,70.03974,80.814865,0.152,0.151125,0.151,0.294,0.215,0.24845834,20.09,20.08,20.081245,17.05,16.119106,12.229105,14.237438,10.23,12.360417,4.699649,1.1874533,2.760938,0
83.666664,2824,3.6499708,88.30416,51.007008,73.96059,0.152,0.15199997,0.152,0.31,0.296,0.30641663,20.09,20.08,20.08291,27.13,21.229105,11.589105,15.58952,9.09,15.077085,10.7935505,1.4875393,4.540111,0
44.916668,2339,3.4819136,92.29147,56.003155,75.171936,0.154,0.15216665,0.152,0.331,0.311,0.3189583,20.08,20.07,20.075418,29.77,21.139105,13.999105,16.751188,10.61,16.39125,9.584681,1.0713873,4.4397516,0
